52,0,0,0,2,0.033757396
14,14,0,0,0,0.023784123
51,0,2,2,0,0.037321903
61,14,3,1,0,0.013903491
53,4,2,19,0,0.028525986
80,5,1,0,0,0.039289303
60,1,1,3,1,0.04249569
58,47,14,0,1,0.025175713
70,1,6,0,0,0.04041954
18,86,2,0,0,0.03706547
56,43,1,1,1,0.048278756
57,3,6,33,19,0.115868635
56,40,6,2,0,0.043750934
12,0,0,0,92,0.08637066
17,77,3,0,0,0.032295562
67,49,17,13,1,0.037603654
24,76,4,1,4,0.015769102
53,3,2,1,0,0.03356958
92,0,0,0,1,0.044312976
9,27,72,0,0,0.018606022
60,6,1,0,0,0.030866154
66,3,3,17,5,0.04800705
74,12,0,0,0,0.025672995
19,75,1,4,0,0.023987152
65,1,0,4,0,0.04475399
66,7,0,0,0,0.032646514
64,9,24,1,9,0.094638236
65,5,2,16,0,0.04417961
62,9,29,1,3,0.08940811
45,8,1,68,3,0.07372216
0,63,6,2,6,0.022659265
54,4,4,0,2,0.032508947
54,24,11,2,0,0.06771422
55,4,1,0,1,0.03323049
14,0,0,0,87,0.07655544
46,0,1,1,3,0.032164015
69,38,15,0,0,0.067502744
45,5,7,0,0,0.026317231
66,5,0,1,0,0.03696928
54,1,0,0,0,0.034375183
12,13,45,13,0,0.08007408
65,1,3,0,0,0.038581364
65,26,2,0,1,0.032888554
4,79,44,3,0,0.081999354
69,5,2,3,2,0.04213869
36,5,59,1,43,0.009239487
47,8,6,0,4,0.04436674
31,2,46,0,0,0.007194631
64,3,29,8,0,0.0673035
26,69,20,0,0,0.04633064
94,6,0,0,46,0.05699084
64,15,16,5,11,0.08731755
16,10,0,58,5,0.13790515
45,1,1,0,0,0.028886355
52,13,13,0,0,0.05944238
77,1,1,0,5,0.043958
47,8,0,1,61,0.069307394
47,4,0,0,0,0.028248884
51,1,0,0,1,0.033330046
56,7,0,16,0,0.024293937
57,14,0,1,3,0.023415603
27,1,64,1,1,0.017031707
58,6,1,0,0,0.02996882
47,1,0,2,0,0.034509726
10,0,0,0,98,0.09864456
72,59,37,1,2,0.00022218376
54,21,6,12,0,0.0023215786
72,0,1,0,8,0.04201629
57,0,0,0,0,0.036063053
72,21,26,4,13,0.11611285
62,4,1,0,0,0.034803323
77,6,10,4,1,0.039923437
6,66,40,2,0,0.07648016
62,17,10,0,0,0.03522741
48,32,2,0,0,0.040346988
55,66,1,0,3,0.027488284
57,17,6,2,0,0.02488581
55,6,2,0,0,0.02771429
67,17,8,2,1,0.019671284
64,9,3,0,1,0.02626104
71,3,2,11,4,0.05241222
65,44,19,0,0,0.029932551
56,0,2,0,0,0.035478197
5,19,64,0,0,0.026874647
62,1,2,0,5,0.039611302
69,2,0,0,0,0.039417364
59,18,8,0,1,0.045485593
73,3,0,14,0,0.05388122
68,1,0,0,4,0.041781344
7,16,69,0,5,0.02834884
92,3,1,0,0,0.042965062
71,4,1,0,2,0.040222026
69,0,1,0,8,0.04084351
50,0,0,0,0,0.032265045
34,64,19,1,5,0.0335323
52,8,2,20,6,0.031965308
62,22,1,0,0,0.01349213
61,2,0,1,0,0.03842888
66,11,4,0,0,0.01881782
52,10,4,1,8,0.060480706
64,13,12,0,1,0.029353745
37,8,3,7,1,0.02644997
59,2,3,0,0,0.035264425
43,10,1,0,0,0.019155689
49,50,19,50,79,0.15610647
65,9,13,0,1,0.025515117
42,53,78,0,0,0.008088224
29,68,16,1,4,0.046050794
57,9,2,0,0,0.022478022
67,13,6,0,2,0.01895187
50,7,0,0,4,0.0338367
65,4,2,0,0,0.035478823
61,4,3,9,0,0.045140006
32,9,1,0,0,0.023502253
15,22,0,1,0,0.02563215
62,6,3,9,0,0.03994835
3,67,59,7,6,0.05687719
0,54,1,2,0,0.020503663
61,14,0,1,1,0.018066458
65,12,1,0,0,0.020277433
67,24,8,3,0,0.039418317
55,47,12,5,1,0.03527049
24,68,0,6,0,0.0074915662
50,23,8,0,0,0.06901615
49,0,1,0,0,0.03164225
7,0,0,0,94,0.109816454
71,1,2,1,34,0.041405834
71,11,15,1,9,0.06958615
73,0,17,1,1,0.038807772
52,12,5,0,0,0.020196967
57,2,8,0,0,0.032873787
58,0,1,0,3,0.037119262
69,18,0,0,1,0.012771107
57,1,1,0,2,0.036710657
68,4,0,1,1,0.039995797
69,22,0,4,3,0.012256108
50,7,0,0,0,0.02525618
51,9,16,1,0,0.06033214
0,62,13,0,1,0.03644345
62,43,20,0,0,0.025237031
0,74,21,1,3,0.03347469
46,71,19,0,2,0.019035883
77,0,0,0,11,0.04137928
52,74,33,0,0,0.012558319
2,73,20,2,0,0.044806488
75,17,6,1,0,0.0077874884
52,10,0,0,0,0.02034437
90,1,0,0,0,0.043543003
54,0,0,0,1,0.034836866
